Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Unemployment_rate,Inflation_rate,GDP,Status,Status_encoded,SuccessRate_semester1,SuccessRate_semester2,Grade_improvement,Total_credit_enrolled,Total_credit_approval,is_financially_secure,economic_stress
39,1,9003,1,140.0,1,1,9,9,100.0,0,1,0,0,0,29,9,9,3,14.333333333333334,7,8,1,14.0,15.5,2.8,-4.06,Dropout,0,0.3333333333333333,0.14285714285714285,-0.3333333333333339,16,4,0,-11.367999999999999
44,1,9254,1,170.0,19,2,9,3,170.0,0,0,0,1,0,26,8,14,8,15.125,6,12,6,13.666666666666666,11.1,0.6,2.02,Enrolled,1,1.0,1.0,-1.458333333333334,14,14,0,1.212
7,1,9500,1,140.0,3,19,2,6,140.0,0,0,1,1,0,27,7,0,0,0.0,8,0,0,0.0,12.4,0.5,1.79,Dropout,0,0.0,0.0,0.0,15,0,0,0.895
51,1,9147,1,116.0,3,3,2,2,115.2,0,1,1,1,0,32,7,16,3,12.0,8,10,3,10.333333333333334,8.9,1.4,3.51,Enrolled,1,0.42857142857142855,0.375,-1.666666666666666,15,6,0,4.914
16,3,9853,1,134.0,37,19,9,5,121.4,1,0,1,0,1,23,6,10,4,14.25,6,8,5,12.0,7.6,2.6,0.32,Enrolled,1,0.6666666666666666,0.8333333333333334,-2.25,12,9,0,0.8320000000000001
39,1,9147,1,133.1,38,38,9,8,134.8,0,0,1,0,0,24,5,12,2,10.5,5,9,4,10.0,16.2,0.3,-0.92,Enrolled,1,0.4,0.8,-0.5,10,6,0,-0.276
1,2,9773,1,140.0,1,1,9,9,136.9,1,0,1,0,1,19,6,7,6,13.5,6,7,6,14.428571428571429,16.2,0.3,-0.92,Graduate,1,1.0,1.0,0.9285714285714288,12,12,0,-0.276
42,1,9003,1,140.0,19,19,4,4,140.0,1,0,1,1,0,25,6,14,5,11.666666666666666,6,11,4,12.0,15.5,2.8,-4.06,Enrolled,1,0.8333333333333334,0.6666666666666666,0.3333333333333339,12,9,0,-11.367999999999999
17,6,9254,1,108.0,1,19,4,5,112.2,1,0,1,1,0,19,6,13,5,10.8,6,12,3,10.0,9.4,-0.8,-3.12,Enrolled,1,0.8333333333333334,0.5,-0.8000000000000007,12,8,0,2.4960000000000004
1,3,9773,1,149.0,1,3,0,0,148.7,0,0,0,1,0,20,4,4,0,0.0,4,8,0,0.0,10.8,1.4,1.74,Dropout,0,0.0,0.0,0.0,8,0,0,2.436
1,1,9254,1,140.0,19,38,4,7,133.0,0,0,1,1,0,33,9,11,9,12.8,7,9,7,11.428571428571429,12.7,3.7,-1.7,Graduate,1,1.0,1.0,-1.3714285714285719,16,16,0,-6.29
39,1,9991,0,140.0,37,12,9,9,150.0,0,1,1,1,0,35,5,6,5,10.8,5,7,5,12.0,9.4,-0.8,-3.12,Dropout,0,1.0,1.0,1.1999999999999993,10,10,0,2.4960000000000004
1,1,9147,1,133.1,37,38,7,7,98.0,1,0,1,1,0,23,5,8,4,11.4,5,7,4,11.0,11.1,0.6,2.02,Graduate,1,0.8,0.8,-0.40000000000000036,10,8,0,1.212
1,1,9500,1,125.0,37,19,9,9,122.4,1,0,1,1,0,19,7,7,7,13.725714285714286,8,8,8,14.5,11.1,0.6,2.02,Graduate,1,1.0,1.0,0.774285714285714,15,15,0,1.212
1,1,9670,1,133.1,1,37,9,10,139.0,0,0,1,1,0,21,6,6,5,12.8,6,9,5,12.25,10.8,1.4,1.74,Enrolled,1,0.8333333333333334,0.8333333333333334,-0.5500000000000007,12,10,0,2.436
1,5,9070,1,133.1,1,19,3,3,112.0,1,0,1,1,1,21,6,6,6,13.5,6,6,6,11.166666666666666,11.1,0.6,2.02,Graduate,1,1.0,1.0,-2.333333333333334,12,12,0,1.212
39,1,9500,1,130.0,37,37,3,7,143.8,0,0,1,1,0,27,8,8,7,15.57,8,8,7,15.57,10.8,1.4,1.74,Dropout,0,0.875,0.875,0.0,16,14,0,2.436
17,3,9147,1,122.0,3,38,123,171,116.1,1,1,1,1,0,19,5,10,4,11.0,5,13,2,12.0,8.9,1.4,3.51,Enrolled,1,0.8,0.4,1.0,10,6,0,4.914
7,2,9500,1,140.0,37,38,9,9,138.0,0,0,1,1,0,28,7,7,7,14.114285714285714,8,9,8,15.91111111111111,16.2,0.3,-0.92,Dropout,0,1.0,1.0,1.7968253968253958,15,15,0,-0.276
43,1,9147,1,123.0,37,38,7,7,110.0,0,0,1,1,0,25,5,12,3,11.0,5,12,4,11.5,9.4,-0.8,-3.12,Enrolled,1,0.6,0.8,0.5,10,7,0,2.4960000000000004
39,1,9238,1,133.1,37,37,9,4,103.5,0,0,1,1,0,42,6,0,0,0.0,6,0,0,0.0,15.5,2.8,-4.06,Dropout,0,0.0,0.0,0.0,12,0,0,-11.367999999999999
7,1,9991,0,140.0,37,37,9,9,140.0,0,0,1,1,0,27,5,6,4,13.5,5,6,4,13.75,7.6,2.6,0.32,Graduate,1,0.8,0.8,0.25,10,8,0,0.8320000000000001
1,1,9070,1,116.0,3,3,0,1,108.7,1,0,1,1,0,23,6,9,4,11.25,6,10,0,0.0,7.6,2.6,0.32,Dropout,0,0.6666666666666666,0.0,-11.25,12,4,0,0.8320000000000001
17,3,9254,1,118.0,19,1,4,4,115.9,1,0,1,1,1,18,6,7,6,12.142857142857142,6,8,6,11.333333333333334,8.9,1.4,3.51,Graduate,1,1.0,1.0,-0.8095238095238084,12,12,0,4.914
39,1,9500,1,140.0,37,37,9,4,127.3,0,0,1,1,0,26,8,8,7,13.075714285714286,8,8,7,13.075714285714286,10.8,1.4,1.74,Graduate,1,0.875,0.875,0.0,16,14,0,2.436
1,4,9147,1,146.0,3,1,3,10,138.7,0,0,1,1,0,18,5,0,0,0.0,5,0,0,0.0,8.9,1.4,3.51,Dropout,0,0.0,0.0,0.0,10,0,0,4.914
39,1,9991,0,150.0,3,5,2,2,135.8,0,1,1,1,0,29,5,9,3,11.0,5,11,2,13.5,12.7,3.7,-1.7,Dropout,0,0.6,0.4,2.5,10,5,0,-6.29
17,1,9085,1,137.0,1,1,4,7,134.6,1,0,1,1,0,22,6,16,0,0.0,6,7,0,0.0,16.2,0.3,-0.92,Dropout,0,0.0,0.0,0.0,12,0,0,-0.276
43,1,9500,1,136.0,19,37,173,183,118.4,1,0,1,0,0,21,7,12,4,13.125,7,8,6,12.333333333333334,13.9,-0.3,0.79,Enrolled,1,0.5714285714285714,0.8571428571428571,-0.7916666666666661,14,10,0,-0.237
1,3,9500,1,134.0,38,38,7,9,132.8,1,0,1,0,1,19,8,8,7,13.512857142857142,8,8,7,13.512857142857142,10.8,1.4,1.74,Graduate,1,0.875,0.875,0.0,16,14,0,2.436
1,1,9238,1,160.0,38,37,9,7,155.5,1,0,1,0,1,18,6,7,6,12.833333333333334,6,6,6,12.166666666666666,10.8,1.4,1.74,Graduate,1,1.0,1.0,-0.6666666666666679,12,12,0,2.436
1,3,9085,1,126.0,38,1,9,9,132.0,1,0,1,0,1,18,5,8,3,15.0,5,9,3,11.666666666666666,9.4,-0.8,-3.12,Dropout,0,0.6,0.6,-3.333333333333334,10,6,0,2.4960000000000004
39,1,9003,1,133.1,37,38,4,9,110.0,0,1,0,0,0,40,6,12,5,12.8,6,16,3,13.333333333333334,11.1,0.6,2.02,Dropout,0,0.8333333333333334,0.5,0.5333333333333332,12,8,0,1.212
17,3,9254,1,114.0,38,3,9,3,127.3,1,1,0,0,0,20,6,14,3,12.333333333333334,6,16,0,0.0,10.8,1.4,1.74,Dropout,0,0.5,0.0,-12.333333333333334,12,3,0,2.436
1,3,9500,1,139.0,3,1,4,1,126.0,1,0,1,1,0,18,8,15,5,12.288,8,15,5,12.288,10.8,1.4,1.74,Dropout,0,0.625,0.625,0.0,16,10,0,2.436
43,2,8014,0,130.0,34,34,0,0,130.0,0,0,1,1,0,31,12,21,12,12.333333333333334,10,13,7,13.285714285714286,7.6,2.6,0.32,Graduate,1,1.0,0.7,0.9523809523809526,22,19,0,0.8320000000000001
1,2,9147,1,131.0,1,1,9,9,118.8,0,0,1,1,1,18,5,9,4,11.5,5,5,5,12.8,12.4,0.5,1.79,Graduate,1,0.8,1.0,1.3000000000000007,10,9,0,0.895
43,2,9670,1,130.0,19,1,4,4,127.6,1,0,1,1,0,22,6,6,6,11.833333333333334,6,11,4,11.142857142857142,10.8,1.4,1.74,Dropout,0,1.0,0.6666666666666666,-0.6904761904761916,12,10,0,2.436
51,1,9147,1,133.1,19,19,9,5,112.1,0,1,0,1,0,38,5,5,0,0.0,5,5,0,0.0,8.9,1.4,3.51,Dropout,0,0.0,0.0,0.0,10,0,0,4.914
43,1,9991,0,130.0,3,1,2,9,130.0,0,0,1,1,0,33,5,5,0,0.0,5,5,0,0.0,12.7,3.7,-1.7,Dropout,0,0.0,0.0,0.0,10,0,0,-6.29
1,3,9119,1,117.0,1,1,3,5,111.1,0,0,1,1,1,19,5,10,5,11.8,5,12,3,11.5,11.1,0.6,2.02,Enrolled,1,1.0,0.6,-0.3000000000000007,10,8,0,1.212
17,1,9670,1,127.0,3,3,1,1,121.4,0,0,1,1,0,18,6,0,0,0.0,6,0,0,0.0,15.5,2.8,-4.06,Dropout,0,0.0,0.0,0.0,12,0,0,-11.367999999999999
1,5,9119,1,131.0,1,19,4,7,126.8,0,0,0,1,1,18,5,6,5,12.2,5,8,4,12.0,8.9,1.4,3.51,Enrolled,1,1.0,0.8,-0.1999999999999993,10,9,1,4.914
51,1,9991,0,134.0,1,1,5,3,120.6,1,0,1,1,0,27,6,6,6,12.333333333333334,5,5,5,13.0,11.1,0.6,2.02,Graduate,1,1.0,1.0,0.6666666666666661,11,11,0,1.212
39,1,9254,1,130.0,37,37,9,9,126.5,0,0,1,1,0,26,6,7,6,12.428571428571429,6,6,6,12.833333333333334,7.6,2.6,0.32,Graduate,1,1.0,1.0,0.4047619047619051,12,12,0,0.8320000000000001
1,6,9500,1,127.0,1,19,3,3,120.2,1,0,1,0,1,19,7,7,7,12.765714285714289,8,9,8,13.544444444444444,12.4,0.5,1.79,Graduate,1,1.0,1.0,0.7787301587301556,15,15,0,0.895
51,1,9500,1,130.0,37,37,5,5,120.0,0,0,1,1,0,44,7,11,5,12.1,7,10,5,12.6,11.1,0.6,2.02,Dropout,0,0.7142857142857143,0.7142857142857143,0.5,14,10,0,1.212
1,2,9147,1,142.0,37,38,9,9,137.5,1,0,1,1,0,19,5,10,5,12.0,5,9,5,11.5,13.9,-0.3,0.79,Graduate,1,1.0,1.0,-0.5,10,10,0,-0.237
18,1,9070,1,117.0,1,37,4,7,127.9,1,0,1,1,0,20,6,6,0,0.0,6,6,0,0.0,9.4,-0.8,-3.12,Dropout,0,0.0,0.0,0.0,12,0,0,2.4960000000000004
39,1,9003,1,133.1,19,37,1,1,140.0,0,1,1,1,0,24,6,10,6,14.88888888888889,6,11,6,13.727272727272728,16.2,0.3,-0.92,Enrolled,1,1.0,1.0,-1.1616161616161609,12,12,0,-0.276
43,1,9991,0,164.0,37,37,6,6,131.8,0,0,1,0,0,31,14,19,13,11.357142857142858,14,14,13,12.0,9.4,-0.8,-3.12,Graduate,1,0.9285714285714286,0.9285714285714286,0.6428571428571423,28,26,0,2.4960000000000004
43,1,9070,1,130.0,37,37,9,9,129.0,1,0,1,0,0,25,6,6,6,13.5,6,6,6,12.5,9.4,-0.8,-3.12,Graduate,1,1.0,1.0,-1.0,12,12,0,2.4960000000000004
17,4,9773,1,127.0,2,37,9,9,115.8,1,1,0,0,0,19,6,6,0,0.0,6,0,0,0.0,8.9,1.4,3.51,Dropout,0,0.0,0.0,0.0,12,0,0,4.914
17,3,9500,1,140.0,3,2,3,3,126.4,1,0,1,0,0,18,7,7,7,13.884285714285712,8,9,8,14.75,11.1,0.6,2.02,Dropout,0,1.0,1.0,0.8657142857142883,15,15,0,1.212
43,1,9085,1,130.0,19,38,4,9,130.0,1,0,0,0,0,19,6,12,5,13.0,6,12,3,11.666666666666666,13.9,-0.3,0.79,Enrolled,1,0.8333333333333334,0.5,-1.333333333333334,12,8,0,-0.237
1,3,9500,1,122.0,3,1,4,3,114.8,1,0,1,0,1,19,7,11,4,12.65,7,9,5,11.1,12.4,0.5,1.79,Enrolled,1,0.5714285714285714,0.7142857142857143,-1.5500000000000007,14,9,0,0.895
17,1,9147,1,162.0,1,38,4,5,138.6,1,0,1,0,0,19,5,10,1,11.0,5,13,0,0.0,12.7,3.7,-1.7,Enrolled,1,0.2,0.0,-11.0,10,1,0,-6.29
39,1,9670,1,133.1,1,1,4,4,112.9,0,0,1,0,0,24,6,12,2,11.666666666666666,6,20,2,10.5,16.2,0.3,-0.92,Dropout,0,0.3333333333333333,0.3333333333333333,-1.166666666666666,12,4,0,-0.276
1,1,9238,1,120.0,3,3,3,3,111.6,0,0,1,0,0,20,6,6,6,14.5,6,6,6,12.666666666666666,12.4,0.5,1.79,Graduate,1,1.0,1.0,-1.833333333333334,12,12,0,0.895
17,1,9254,1,160.0,19,37,5,3,152.0,0,0,1,0,0,18,6,7,6,14.714285714285714,6,7,6,14.166666666666666,12.7,3.7,-1.7,Graduate,1,1.0,1.0,-0.5476190476190474,12,12,0,-6.29
1,1,9238,1,141.0,38,1,5,7,132.6,0,0,1,0,1,18,6,7,6,13.285714285714286,6,6,6,14.333333333333334,12.4,0.5,1.79,Graduate,1,1.0,1.0,1.0476190476190474,12,12,0,0.895
17,1,9085,1,125.0,1,38,4,9,118.4,1,0,1,0,0,21,5,13,3,11.333333333333334,5,12,2,10.5,9.4,-0.8,-3.12,Enrolled,1,0.6,0.4,-0.8333333333333339,10,5,0,2.4960000000000004
7,1,9500,1,120.0,37,37,4,5,120.0,0,1,0,0,0,28,7,7,0,0.0,7,7,0,0.0,13.9,-0.3,0.79,Dropout,0,0.0,0.0,0.0,14,0,0,-0.237
1,1,9147,1,128.0,38,37,5,6,122.1,0,0,1,0,1,18,5,11,4,11.571428571428571,5,9,5,12.0,13.9,-0.3,0.79,Enrolled,1,0.8,1.0,0.4285714285714288,10,9,0,-0.237
1,1,9853,1,162.0,37,19,9,8,142.8,0,1,1,0,0,18,6,10,5,13.0,6,10,4,11.5,12.7,3.7,-1.7,Dropout,0,0.8333333333333334,0.6666666666666666,-1.5,12,9,0,-6.29
1,1,9238,1,130.0,1,1,4,4,124.8,0,0,1,0,1,18,6,9,6,11.5,6,11,5,14.0,11.1,0.6,2.02,Graduate,1,1.0,0.8333333333333334,2.5,12,11,0,1.212
17,2,9147,1,134.0,37,19,9,8,126.3,1,0,1,0,1,18,5,8,5,11.8,5,10,5,11.6,16.2,0.3,-0.92,Graduate,1,1.0,1.0,-0.20000000000000107,10,10,0,-0.276
1,1,9147,1,133.1,19,19,9,9,119.0,1,0,0,0,1,19,5,7,3,10.666666666666666,5,10,3,12.285714285714286,10.8,1.4,1.74,Dropout,0,0.6,0.6,1.6190476190476204,10,6,1,2.436
17,1,9500,1,137.0,19,38,3,9,124.9,0,0,1,0,1,19,7,11,6,13.8875,8,9,8,14.864444444444445,15.5,2.8,-4.06,Graduate,1,0.8571428571428571,1.0,0.9769444444444453,15,14,0,-11.367999999999999
1,1,9238,1,133.1,38,38,191,192,118.0,0,1,1,0,1,20,6,7,5,11.4,6,9,6,11.5,8.9,1.4,3.51,Graduate,1,0.8333333333333334,1.0,0.09999999999999964,12,11,0,4.914
43,1,8014,0,110.0,37,19,9,3,100.0,0,0,1,0,0,34,11,17,9,12.333333333333334,7,12,7,12.142857142857142,9.4,-0.8,-3.12,Graduate,1,0.8181818181818182,1.0,-0.19047619047619158,18,16,0,2.4960000000000004
39,1,9500,1,133.1,37,37,9,9,109.0,1,0,1,0,0,39,7,8,5,12.16,7,8,5,12.16,7.6,2.6,0.32,Enrolled,1,0.7142857142857143,0.7142857142857143,0.0,14,10,0,0.8320000000000001
17,3,9500,1,133.0,3,19,2,5,130.8,1,0,1,0,0,19,8,8,8,13.427499999999998,8,8,8,13.427499999999998,9.4,-0.8,-3.12,Graduate,1,1.0,1.0,0.0,16,16,0,2.4960000000000004
39,1,9070,1,130.0,1,19,4,4,110.0,1,0,1,0,0,24,6,6,6,15.166666666666666,6,6,2,15.5,15.5,2.8,-4.06,Graduate,1,1.0,0.3333333333333333,0.3333333333333339,12,8,0,-11.367999999999999
10,1,9773,1,151.0,38,37,0,5,151.0,1,0,1,0,0,18,6,12,0,0.0,6,0,0,0.0,9.4,-0.8,-3.12,Dropout,0,0.0,0.0,0.0,12,0,0,2.4960000000000004
17,1,9130,1,125.0,19,19,3,10,131.0,1,0,1,1,0,19,5,11,2,10.5,5,9,0,0.0,10.8,1.4,1.74,Dropout,0,0.4,0.0,-10.5,10,2,0,2.436
1,1,9147,1,158.0,1,38,3,6,155.2,0,0,1,1,1,18,5,5,5,11.8,5,8,3,11.0,9.4,-0.8,-3.12,Graduate,1,1.0,0.6,-0.8000000000000007,10,8,0,2.4960000000000004
1,2,9147,1,128.0,3,1,3,3,121.0,1,1,1,1,0,20,5,6,5,13.2,5,10,5,11.4,16.2,0.3,-0.92,Enrolled,1,1.0,1.0,-1.799999999999999,10,10,0,-0.276
1,6,9500,1,133.0,1,1,9,9,119.7,1,1,1,1,0,19,7,8,7,13.075,8,11,8,12.36111111111111,12.4,0.5,1.79,Graduate,1,1.0,1.0,-0.7138888888888886,15,15,0,0.895
1,1,9130,1,138.0,3,19,2,4,131.0,1,0,1,1,0,19,6,8,4,11.6,6,14,2,13.0,11.1,0.6,2.02,Dropout,0,0.6666666666666666,0.3333333333333333,1.4000000000000004,12,6,0,1.212
17,1,9003,1,126.0,37,3,5,2,116.9,0,0,1,1,0,19,6,10,6,13.666666666666666,6,10,4,12.25,13.9,-0.3,0.79,Dropout,0,1.0,0.6666666666666666,-1.416666666666666,12,10,0,-0.237
39,1,9991,0,140.0,36,14,9,10,130.0,1,0,1,1,0,41,5,9,4,10.75,5,7,2,10.0,9.4,-0.8,-3.12,Dropout,0,0.8,0.4,-0.75,10,6,0,2.4960000000000004
1,2,9500,1,143.0,5,5,2,2,137.8,0,0,1,1,0,19,7,10,6,13.492857142857144,8,9,8,12.68888888888889,12.4,0.5,1.79,Graduate,1,0.8571428571428571,1.0,-0.8039682539682538,15,14,0,0.895
43,3,9254,1,135.0,3,3,2,2,122.1,0,0,1,1,0,19,6,14,3,12.5,6,9,4,11.0,12.7,3.7,-1.7,Enrolled,1,0.5,0.6666666666666666,-1.5,12,7,0,-6.29
7,1,9500,1,120.0,1,1,7,10,120.0,1,0,0,1,0,23,7,0,0,0.0,8,0,0,0.0,12.7,3.7,-1.7,Dropout,0,0.0,0.0,0.0,15,0,0,-6.29
1,1,9119,1,148.0,19,38,9,7,133.0,0,0,1,1,0,18,5,12,5,13.285714285714286,5,16,5,14.8,12.4,0.5,1.79,Dropout,0,1.0,1.0,1.5142857142857142,10,10,0,0.895
1,1,9147,1,126.0,3,19,3,3,115.2,0,0,1,1,0,19,5,6,5,12.6,5,13,5,11.8,16.2,0.3,-0.92,Graduate,1,1.0,1.0,-0.7999999999999989,10,10,0,-0.276
44,1,9003,1,160.0,3,3,2,10,160.0,1,0,1,1,0,20,6,7,6,14.0,6,7,6,14.666666666666666,12.4,0.5,1.79,Graduate,1,1.0,1.0,0.6666666666666661,12,12,0,0.895
39,1,9085,1,140.0,37,37,90,90,106.3,0,1,0,1,0,35,5,7,2,11.5,5,8,2,10.5,7.6,2.6,0.32,Dropout,0,0.4,0.4,-1.0,10,4,0,0.8320000000000001
39,2,9670,1,133.1,19,1,90,90,103.0,0,0,0,1,0,34,6,6,0,0.0,6,9,0,0.0,10.8,1.4,1.74,Dropout,0,0.0,0.0,0.0,12,0,0,2.436
1,1,9070,1,136.0,3,3,9,9,136.0,1,1,0,0,1,19,6,6,6,11.833333333333334,6,8,6,12.875,10.8,1.4,1.74,Graduate,1,1.0,1.0,1.041666666666666,12,12,1,2.436
15,1,9238,1,150.0,19,1,9,9,146.5,1,1,0,1,0,22,6,10,5,11.5,6,8,5,12.4,13.9,-0.3,0.79,Graduate,1,0.8333333333333334,0.8333333333333334,0.9000000000000004,12,10,0,-0.237
17,3,9070,1,130.0,1,4,4,2,131.4,0,0,1,1,0,20,6,6,6,14.166666666666666,6,8,6,12.333333333333334,11.1,0.6,2.02,Graduate,1,1.0,1.0,-1.8333333333333321,12,12,0,1.212
42,1,9991,0,130.0,3,2,2,2,130.0,0,0,1,1,0,27,2,2,2,12.5,5,6,2,12.5,12.7,3.7,-1.7,Enrolled,1,1.0,0.4,0.0,7,4,0,-6.29
39,1,9119,1,110.0,19,19,0,5,137.0,0,1,1,1,0,30,5,5,0,0.0,5,5,0,0.0,7.6,2.6,0.32,Dropout,0,0.0,0.0,0.0,10,0,0,0.8320000000000001
39,1,9119,1,110.0,1,1,4,4,125.9,0,0,1,1,0,34,5,7,0,0.0,5,8,1,11.0,10.8,1.4,1.74,Enrolled,1,0.0,0.2,11.0,10,1,0,2.436
1,1,9254,1,121.0,1,1,5,4,111.9,1,0,0,1,0,20,6,14,2,10.5,6,16,0,0.0,10.8,1.4,1.74,Dropout,0,0.3333333333333333,0.0,-10.5,12,2,0,2.436
17,1,9070,1,127.0,37,38,9,5,131.2,1,0,1,1,0,18,6,6,6,11.833333333333334,6,6,6,13.166666666666666,7.6,2.6,0.32,Graduate,1,1.0,1.0,1.3333333333333321,12,12,0,0.8320000000000001
1,1,9130,1,140.0,9,19,4,4,131.2,0,0,1,1,1,26,5,9,0,0.0,5,6,0,0.0,7.6,2.6,0.32,Dropout,0,0.0,0.0,0.0,10,0,0,0.8320000000000001
39,1,9991,0,130.0,1,1,3,7,140.0,0,0,1,1,0,26,5,5,5,12.4,5,5,5,12.4,15.5,2.8,-4.06,Graduate,1,1.0,1.0,0.0,10,10,0,-11.367999999999999
39,2,9147,1,130.0,19,19,5,9,121.5,0,0,0,1,0,26,5,5,2,10.5,5,9,0,0.0,10.8,1.4,1.74,Dropout,0,0.4,0.0,-10.5,10,2,0,2.436
39,1,9991,0,100.0,37,37,9,6,153.5,0,1,0,1,0,31,5,9,0,0.0,5,6,0,0.0,12.4,0.5,1.79,Dropout,0,0.0,0.0,0.0,10,0,0,0.895
1,3,171,1,139.0,37,19,9,8,142.2,1,0,1,1,1,20,12,12,12,14.583333333333334,11,14,11,14.333333333333334,8.9,1.4,3.51,Graduate,1,1.0,1.0,-0.25,23,23,0,4.914
1,1,9773,1,150.0,19,11,0,0,131.1,1,0,1,1,0,19,6,6,6,11.666666666666666,6,10,3,12.666666666666666,7.6,2.6,0.32,Graduate,1,1.0,0.5,1.0,12,9,0,0.8320000000000001
17,1,9670,1,133.1,34,3,7,2,130.6,1,1,0,1,0,23,5,5,0,0.0,5,5,0,0.0,7.6,2.6,0.32,Dropout,0,0.0,0.0,0.0,10,0,0,0.8320000000000001
1,6,9500,1,119.0,1,1,4,4,115.0,1,0,1,1,1,20,7,14,1,13.0,7,15,0,0.0,11.1,0.6,2.02,Dropout,0,0.14285714285714285,0.0,-13.0,14,1,0,1.212
51,1,9500,1,170.0,1,1,4,10,125.0,0,0,1,1,0,20,7,7,7,15.66,10,11,9,15.011111111111113,11.1,0.6,2.02,Graduate,1,1.0,0.9,-0.6488888888888873,17,16,0,1.212
39,1,8014,0,133.1,34,34,0,0,97.5,1,0,1,1,0,29,6,10,0,0.0,5,10,0,0.0,7.6,2.6,0.32,Dropout,0,0.0,0.0,0.0,11,0,0,0.8320000000000001
1,4,9773,1,133.0,19,19,7,7,134.4,1,0,1,1,1,20,6,6,6,12.166666666666666,6,8,4,12.75,9.4,-0.8,-3.12,Graduate,1,1.0,0.6666666666666666,0.5833333333333339,12,10,0,2.4960000000000004
1,1,9500,1,125.0,37,37,9,9,118.8,0,0,1,1,0,24,7,7,6,13.3,7,7,6,13.3,7.6,2.6,0.32,Graduate,1,0.8571428571428571,0.8571428571428571,0.0,14,12,0,0.8320000000000001
39,1,9556,1,133.1,42,1,3,7,110.5,0,0,1,1,0,37,7,15,0,0.0,7,13,0,0.0,11.1,0.6,2.02,Dropout,0,0.0,0.0,0.0,14,0,0,1.212
1,5,9500,1,143.0,37,19,4,4,123.3,1,0,1,1,0,18,7,0,0,0.0,8,0,0,0.0,7.6,2.6,0.32,Dropout,0,0.0,0.0,0.0,15,0,0,0.8320000000000001
17,1,9500,1,157.0,19,3,4,9,138.8,0,0,1,1,0,18,8,8,7,13.55714285714286,8,8,7,13.55714285714286,12.7,3.7,-1.7,Graduate,1,0.875,0.875,0.0,16,14,0,-6.29
44,1,9119,1,160.0,37,37,9,9,160.0,0,1,1,1,0,41,7,15,5,14.333333333333334,6,16,6,14.636363636363637,12.4,0.5,1.79,Enrolled,1,0.7142857142857143,1.0,0.30303030303030276,13,11,0,0.895
39,1,9003,1,140.0,37,37,9,4,140.0,0,0,1,1,0,35,6,16,4,12.0,6,11,3,10.333333333333334,13.9,-0.3,0.79,Dropout,0,0.6666666666666666,0.5,-1.666666666666666,12,7,0,-0.237
17,1,9254,1,128.0,19,38,9,9,118.2,0,0,1,0,0,19,5,5,0,0.0,6,0,0,0.0,8.9,1.4,3.51,Dropout,0,0.0,0.0,0.0,11,0,0,4.914
39,1,9500,1,133.1,37,37,191,172,115.2,0,0,1,0,0,48,7,11,4,11.75,7,14,3,11.725,11.1,0.6,2.02,Enrolled,1,0.5714285714285714,0.42857142857142855,-0.025000000000000355,14,7,0,1.212
1,1,9500,1,132.0,19,2,9,3,126.0,1,0,1,0,0,19,7,7,6,12.183333333333332,7,7,6,12.183333333333332,7.6,2.6,0.32,Graduate,1,0.8571428571428571,0.8571428571428571,0.0,14,12,0,0.8320000000000001
44,1,9003,1,160.0,37,37,9,7,160.0,1,0,0,1,0,30,9,18,6,11.833333333333334,8,21,4,11.0,15.5,2.8,-4.06,Dropout,0,0.6666666666666666,0.5,-0.8333333333333339,17,10,0,-11.367999999999999
43,1,9773,1,160.0,37,37,5,0,160.0,0,1,0,1,0,51,4,4,0,0.0,4,4,0,0.0,12.7,3.7,-1.7,Dropout,0,0.0,0.0,0.0,8,0,0,-6.29
10,1,9085,1,184.4,2,19,2,8,184.4,0,0,1,0,0,18,6,8,6,15.0,6,10,5,14.333333333333334,11.1,0.6,2.02,Graduate,1,1.0,0.8333333333333334,-0.6666666666666661,12,11,0,1.212
1,5,9500,1,139.0,38,37,7,7,126.3,1,0,1,0,1,18,8,8,8,13.435,8,8,8,13.435,9.4,-0.8,-3.12,Graduate,1,1.0,1.0,0.0,16,16,0,2.4960000000000004
1,1,9130,1,152.0,2,22,4,3,146.1,1,0,1,0,0,18,5,8,4,13.5,5,9,0,0.0,10.8,1.4,1.74,Dropout,0,0.8,0.0,-13.5,10,4,0,2.436
18,1,171,1,121.0,1,1,4,3,116.8,1,0,1,0,0,23,17,18,17,11.5,17,17,17,12.176470588235292,12.4,0.5,1.79,Graduate,1,1.0,1.0,0.6764705882352917,34,34,0,0.895
1,1,9070,1,124.0,19,19,7,9,132.1,1,0,1,0,0,19,6,10,2,10.5,6,6,3,11.0,7.6,2.6,0.32,Enrolled,1,0.3333333333333333,0.5,0.5,12,5,0,0.8320000000000001
1,1,9085,1,105.0,19,37,8,8,102.6,0,0,1,0,0,21,6,13,4,12.0,6,17,2,11.5,11.1,0.6,2.02,Enrolled,1,0.6666666666666666,0.3333333333333333,-0.5,12,6,0,1.212
